DTW,DistanceNormalization,FeatureNormalization,Clustering,Feature,SteelPenny,RobinsonFoulds
DTW-D,none,none,Ward,MFCC,0.343732690074153,501.012695163425
DTW-D,none,none,NJ,MFCC,0.279272759760565,535.024626552743
DTW-D,none,none,Single,MSRCC,0.413151076565711,894.320092289704
DTW-D,none,none,Complete,MSRCC,0.398883230590548,783.35380107155
DTW-D,none,none,UPGMA,MSRCC,0.410676315554364,826.627320123087
DTW-D,none,none,WPGMA,MSRCC,0.400804073974806,878.602341475256
DTW-D,none,none,UPGMC,MSRCC,0.607915661574198,1336.77998368198
DTW-D,none,none,WPGMC,MSRCC,0.639837398373984,1331.04147506279
DTW-D,none,none,Ward,MSRCC,0.350218886804253,567.209427027472
DTW-D,none,none,NJ,MSRCC,0.309112838381131,659.67559796731
DTW-D,none,none,Single,NGCC,0.351889573840793,731.48651039952
DTW-D,none,none,Complete,NGCC,0.346546948985973,563.347518290361
DTW-D,none,none,UPGMA,NGCC,0.323657643169838,611.744450665595
DTW-D,none,none,WPGMA,NGCC,0.313588850174216,583.538702718362
DTW-D,none,none,UPGMC,NGCC,0.580094702045922,1256.19649104176
DTW-D,none,none,WPGMC,NGCC,0.54635039756991,1082.6323736714
DTW-D,none,none,Ward,NGCC,0.343598677745019,503.378344635742
DTW-D,none,none,NJ,NGCC,0.274064147234879,568.25722640126
DTW-D,none,none,Single,PNCC,0.338354328598231,659.660294655394
DTW-D,none,none,Complete,PNCC,0.286268203341374,562.667735677378
DTW-D,none,none,UPGMA,PNCC,0.346520146520147,583.855534629107
DTW-D,none,none,WPGMA,PNCC,0.318493701420531,607.704767365852
DTW-D,none,none,UPGMC,PNCC,0.596542481908336,1206.88781863857
DTW-D,none,none,WPGMC,PNCC,0.555820602162066,1068.93523597427
DTW-D,none,none,Ward,PNCC,0.311105155007594,433.355656832254
DTW-D,none,none,NJ,PNCC,0.270284999553292,478.089416885496
DTW-D,none,none,Single,PSRCC,0.741490217099973,1555.17074519821
DTW-D,none,none,Complete,PSRCC,0.691324935227374,1180.06466993225
DTW-D,none,none,UPGMA,PSRCC,0.736111855624051,1484.63394242326
DTW-D,none,none,WPGMA,PSRCC,0.70324309836505,1273.16524641307
DTW-D,none,none,UPGMC,PSRCC,0.745474850352899,1555.17074519821
DTW-D,none,none,WPGMC,PSRCC,0.74267845975163,1555.17074519821
DTW-D,none,none,Ward,PSRCC,0.642803537925489,1121.08647997662
DTW-D,none,none,NJ,PSRCC,0.480326990083088,897.478725807813
DTW-D,none,none,Single,RPLP,0.407191994996873,813.888683612317
DTW-D,none,none,Complete,RPLP,0.328339140534262,665.837186204614
DTW-D,none,none,UPGMA,RPLP,0.376842669525596,679.08852818675
DTW-D,none,none,WPGMA,RPLP,0.332305905476637,675.618115916418
DTW-D,none,none,UPGMC,RPLP,0.590699544358081,1310.39793353377
DTW-D,none,none,WPGMC,RPLP,0.516796211918163,996.235338120382
DTW-D,none,none,Ward,RPLP,0.319378182792817,531.351098828855
DTW-D,none,none,NJ,RPLP,0.335870633431609,669.934139157475
DTW-I,by-max,CMN,Single,BFCC,0.640838023764853,1478.49678928379
DTW-I,by-max,CMN,Complete,BFCC,0.463593317251854,870.641394642025
DTW-I,by-max,CMN,UPGMA,BFCC,0.527767354596623,1055.79662648122
DTW-I,by-max,CMN,WPGMA,BFCC,0.496792638256053,972.875770765544
DTW-I,by-max,CMN,UPGMC,BFCC,0.607495756276244,1555.17074519821
DTW-I,by-max,CMN,WPGMC,BFCC,0.679388903779148,1525.57973516505
DTW-I,by-max,CMN,Ward,BFCC,0.442723130528009,810.055895292489
DTW-I,by-max,CMN,NJ,BFCC,0.27098186366479,518.437939406263
DTW-I,by-max,CMN,Single,CQCC,0.529545251496471,1298.38206033458
DTW-I,by-max,CMN,Complete,CQCC,0.462816045742875,832.138726063136
DTW-I,by-max,CMN,UPGMA,CQCC,0.37985347985348,723.265360101885
DTW-I,by-max,CMN,WPGMA,CQCC,0.37646743500402,749.863304007342
DTW-I,by-max,CMN,UPGMC,CQCC,0.565424819083356,1500.070958555
DTW-I,by-max,CMN,WPGMC,CQCC,0.620852318413294,1336.38482962992
DTW-I,by-max,CMN,Ward,CQCC,0.412793710354686,768.846639137993
DTW-I,by-max,CMN,NJ,CQCC,0.261735012954525,447.622822167949
DTW-I,by-max,CMN,Single,GFCC,0.737103546859644,1518.71274898352
DTW-I,by-max,CMN,Complete,GFCC,0.520298400786206,943.514397248789
DTW-I,by-max,CMN,UPGMA,GFCC,0.634825337264362,1107.07414764016
DTW-I,by-max,CMN,WPGMA,GFCC,0.50917537746806,1027.35476003408
DTW-I,by-max,CMN,UPGMC,GFCC,0.730804967390333,1537.5706459696
DTW-I,by-max,CMN,WPGMC,GFCC,0.688126507638703,1319.12916995298
DTW-I,by-max,CMN,Ward,GFCC,0.493737157151791,890.893476955333
DTW-I,by-max,CMN,NJ,GFCC,0.322835700884481,674.347272677046
DTW-I,by-max,CMN,Single,IMFCC,0.556070758509783,1271.75228269804
DTW-I,by-max,CMN,Complete,IMFCC,0.401107835254177,664.497587192543
DTW-I,by-max,CMN,UPGMA,IMFCC,0.357107120521755,734.78861494221
DTW-I,by-max,CMN,WPGMA,IMFCC,0.355624050746002,673.071700994991
DTW-I,by-max,CMN,UPGMC,IMFCC,0.570606629143214,1533.19953562191
DTW-I,by-max,CMN,WPGMC,IMFCC,0.622585544536764,1533.19953562191
DTW-I,by-max,CMN,Ward,IMFCC,0.411230233181453,628.716842733306
DTW-I,by-max,CMN,NJ,IMFCC,0.316849816849817,607.84457837217
DTW-I,by-max,CMN,Single,LFCC,0.510452961672474,1243.38917681969
DTW-I,by-max,CMN,Complete,LFCC,0.320334137407308,645.962107421663
DTW-I,by-max,CMN,UPGMA,LFCC,0.345537389439828,615.328195741241
DTW-I,by-max,CMN,WPGMA,LFCC,0.350129545251496,613.473438531612
DTW-I,by-max,CMN,UPGMC,LFCC,0.557384079335299,1500.070958555
DTW-I,by-max,CMN,WPGMC,LFCC,0.595934959349594,1260.12051760219
DTW-I,by-max,CMN,Ward,LFCC,0.404306262842848,590.889092495991
DTW-I,by-max,CMN,NJ,LFCC,0.263298490127758,490.132396445237
DTW-I,by-max,CMN,Single,logFBank,0.505959081568838,1091.23171738576
DTW-I,by-max,CMN,Complete,logFBank,0.412606093093898,688.8904955453
DTW-I,by-max,CMN,UPGMA,logFBank,0.391217725364067,761.815937237548
DTW-I,by-max,CMN,WPGMA,logFBank,0.38433842580184,792.708779719916
DTW-I,by-max,CMN,UPGMC,logFBank,0.554096310193871,1500.28776994408
DTW-I,by-max,CMN,WPGMC,logFBank,0.634566246761369,1246.1710623049
DTW-I,by-max,CMN,Ward,logFBank,0.389770392209417,691.604748749307
DTW-I,by-max,CMN,NJ,logFBank,0.272947377825427,509.096615845155
DTW-I,by-max,CMN,Single,LPCC,0.461877959438935,1061.73514808457
DTW-I,by-max,CMN,Complete,LPCC,0.346412936656839,653.699537311445
DTW-I,by-max,CMN,UPGMA,LPCC,0.338747431430358,784.85827285685
DTW-I,by-max,CMN,WPGMA,LPCC,0.333628160457429,803.449550493162
DTW-I,by-max,CMN,UPGMC,LPCC,0.593996247654784,1325.75171802938
DTW-I,by-max,CMN,WPGMC,LPCC,0.612043241311534,1162.24562346551
DTW-I,by-max,CMN,Ward,LPCC,0.375502546234254,669.449401025463
DTW-I,by-max,CMN,NJ,LPCC,0.320620030376128,635.826676226158
DTW-I,by-max,CMN,Single,MFCC,0.482274635933172,1179.12746806268
DTW-I,by-max,CMN,Complete,MFCC,0.380371660859466,756.383120252366
DTW-I,by-max,CMN,UPGMA,MFCC,0.364093629947288,662.493656391369
DTW-I,by-max,CMN,WPGMA,MFCC,0.37567229518449,733.158143401317
DTW-I,by-max,CMN,UPGMC,MFCC,0.573215402483695,1500.65034002346
DTW-I,by-max,CMN,WPGMC,MFCC,0.613186813186813,1266.87718810559
DTW-I,by-max,CMN,Ward,MFCC,0.418770660234075,673.334635751398
DTW-I,by-max,CMN,NJ,MFCC,0.262306798892165,490.436103259526
DTW-I,by-max,CMN,Single,MSRCC,0.52714196372733,1203.10007140091
DTW-I,by-max,CMN,Complete,MSRCC,0.393201107835254,759.837308731529
DTW-I,by-max,CMN,UPGMA,MSRCC,0.443884570713839,864.264262967216
DTW-I,by-max,CMN,WPGMA,MSRCC,0.412775842044135,830.900552171084
DTW-I,by-max,CMN,UPGMC,MSRCC,0.571348164031091,1501.82104828951
DTW-I,by-max,CMN,WPGMC,MSRCC,0.614330385062092,1341.64968956236
DTW-I,by-max,CMN,Ward,MSRCC,0.353274367908514,607.301062945158
DTW-I,by-max,CMN,NJ,MSRCC,0.269659608683999,514.558754991918
DTW-I,by-max,CMN,Single,NGCC,0.459858840346645,1051.34718372267
DTW-I,by-max,CMN,Complete,NGCC,0.361869025283659,671.916981568256
DTW-I,by-max,CMN,UPGMA,NGCC,0.390494058786742,757.994876721309
DTW-I,by-max,CMN,WPGMA,NGCC,0.359153042079871,658.32331555301
DTW-I,by-max,CMN,UPGMC,NGCC,0.561976235146967,1416.63481694113
DTW-I,by-max,CMN,WPGMC,NGCC,0.569507728044313,1336.72434313645
DTW-I,by-max,CMN,Ward,NGCC,0.401545608862682,618.216258728631
DTW-I,by-max,CMN,NJ,NGCC,0.285026355758063,513.121875882942
DTW-I,by-max,CMN,Single,PNCC,0.561601000625391,1431.8616476169
DTW-I,by-max,CMN,Complete,PNCC,0.355927812025373,752.060281477215
DTW-I,by-max,CMN,UPGMA,PNCC,0.373992673992674,775.189466015971
DTW-I,by-max,CMN,WPGMA,PNCC,0.353095684803002,709.681448961627
DTW-I,by-max,CMN,UPGMC,PNCC,0.526373626373626,1430.48423425408
DTW-I,by-max,CMN,WPGMC,PNCC,0.591503618332887,1371.2139704457
DTW-I,by-max,CMN,Ward,PNCC,0.404994192799071,720.229393484201
DTW-I,by-max,CMN,NJ,PNCC,0.289841865451622,409.668123345244
DTW-I,by-max,CMN,Single,PSRCC,0.742901813633521,1555.17074519821
DTW-I,by-max,CMN,Complete,PSRCC,0.707174126686322,1287.38750020611
DTW-I,by-max,CMN,UPGMA,PSRCC,0.714669882962566,1555.17074519821
DTW-I,by-max,CMN,WPGMA,PSRCC,0.710622710622711,1468.80965672079
DTW-I,by-max,CMN,UPGMC,PSRCC,0.714669882962566,1555.17074519821
DTW-I,by-max,CMN,WPGMC,PSRCC,0.713651389261145,1555.17074519821
DTW-I,by-max,CMN,Ward,PSRCC,0.691432145090682,1433.35644799493
DTW-I,by-max,CMN,NJ,PSRCC,0.710774591262396,1027.79146521586
DTW-I,by-max,CMN,Single,RPLP,0.566023407486822,1357.83610286728
DTW-I,by-max,CMN,Complete,RPLP,0.383212722237113,873.335892940026
DTW-I,by-max,CMN,UPGMA,RPLP,0.38440096488877,932.310940462314
DTW-I,by-max,CMN,WPGMA,RPLP,0.441525953721076,880.845943456058
DTW-I,by-max,CMN,UPGMC,RPLP,0.576583579022603,1555.17074519821
DTW-I,by-max,CMN,WPGMC,RPLP,0.617117841508085,1359.19636895387
DTW-I,by-max,CMN,Ward,RPLP,0.438550880014295,793.691220482013
DTW-I,by-max,CMN,NJ,RPLP,0.335209505941213,530.315129648071
DTW-I,by-max,CMVN,Single,BFCC,0.610926471902082,1537.88135966188
DTW-I,by-max,CMVN,Complete,BFCC,0.479290628071116,906.035547821372
DTW-I,by-max,CMVN,UPGMA,BFCC,0.562110247476101,1232.06179536308
DTW-I,by-max,CMVN,WPGMA,BFCC,0.454489413025998,928.026031731253
DTW-I,by-max,CMVN,UPGMC,BFCC,0.60462789243277,1555.17074519821
DTW-I,by-max,CMVN,WPGMC,BFCC,0.646931117662825,1555.17074519821
DTW-I,by-max,CMVN,Ward,BFCC,0.478647368891271,927.323269537363
DTW-I,by-max,CMVN,NJ,BFCC,0.287501116769409,719.425769753905
DTW-I,by-max,CMVN,Single,CQCC,0.619154828910926,1533.97446906627
DTW-I,by-max,CMVN,Complete,CQCC,0.461038148843027,841.706971005866
DTW-I,by-max,CMVN,UPGMA,CQCC,0.553524524256232,1151.45951720238
DTW-I,by-max,CMVN,WPGMA,CQCC,0.461645671401769,926.196217666643
DTW-I,by-max,CMVN,UPGMC,CQCC,0.615339944608237,1537.88135966188
DTW-I,by-max,CMVN,WPGMC,CQCC,0.656231573304744,1537.88135966188
DTW-I,by-max,CMVN,Ward,CQCC,0.458357902260341,944.558049592403
DTW-I,by-max,CMVN,NJ,CQCC,0.319744483159117,748.44579395118
DTW-I,by-max,CMVN,Single,GFCC,0.682971500044671,1537.88135966188
DTW-I,by-max,CMVN,Complete,GFCC,0.391030108103279,829.276511795264
DTW-I,by-max,CMVN,UPGMA,GFCC,0.452452425623157,1003.16209085052
DTW-I,by-max,CMVN,WPGMA,GFCC,0.421361565264004,920.07024218599
DTW-I,by-max,CMVN,UPGMC,GFCC,0.591682301438399,1555.17074519821
DTW-I,by-max,CMVN,WPGMC,GFCC,0.673974805682123,1509.65141802402
DTW-I,by-max,CMVN,Ward,GFCC,0.506548735817029,861.014699521917
DTW-I,by-max,CMVN,NJ,GFCC,0.348378450817475,722.205222764327
DTW-I,by-max,CMVN,Single,IMFCC,0.59068167604753,1542.56318370185
DTW-I,by-max,CMVN,Complete,IMFCC,0.403743411060484,932.878368573485
DTW-I,by-max,CMVN,UPGMA,IMFCC,0.566255695523988,1244.29094118168
DTW-I,by-max,CMVN,WPGMA,IMFCC,0.429473778254266,1075.80143658895
DTW-I,by-max,CMVN,UPGMC,IMFCC,0.614777092825873,1542.56318370185
DTW-I,by-max,CMVN,WPGMC,IMFCC,0.619655141606361,1542.56318370185
DTW-I,by-max,CMVN,Ward,IMFCC,0.478504422406861,982.107934557079
DTW-I,by-max,CMVN,NJ,IMFCC,0.313392298758152,647.050677245481
DTW-I,by-max,CMVN,Single,LFCC,0.58541945859019,1537.88135966188
DTW-I,by-max,CMVN,Complete,LFCC,0.442955418565175,906.875641313361
DTW-I,by-max,CMVN,UPGMA,LFCC,0.496828374877155,1086.5297634493
DTW-I,by-max,CMVN,WPGMA,LFCC,0.450156347717323,894.392481938112
DTW-I,by-max,CMVN,UPGMC,LFCC,0.605351559010096,1555.17074519821
DTW-I,by-max,CMVN,WPGMC,LFCC,0.672179040471723,1555.17074519821
DTW-I,by-max,CMVN,Ward,LFCC,0.450156347717323,832.445262931891
DTW-I,by-max,CMVN,NJ,LFCC,0.318895738407934,791.715935125329
DTW-I,by-max,CMVN,Single,logFBank,0.549924059680157,1408.68484734652
DTW-I,by-max,CMVN,Complete,logFBank,0.319136960600375,629.151833448808
DTW-I,by-max,CMVN,UPGMA,logFBank,0.379817743232377,780.057448497261
DTW-I,by-max,CMVN,WPGMA,logFBank,0.357678906459394,692.04019165313
DTW-I,by-max,CMVN,UPGMC,logFBank,0.544608237291164,1463.68496110674
DTW-I,by-max,CMVN,WPGMC,logFBank,0.545644599303136,1281.37272462692
DTW-I,by-max,CMVN,Ward,logFBank,0.371276690788886,642.151045930807
DTW-I,by-max,CMVN,NJ,logFBank,0.275082640936299,544.902700576578
DTW-I,by-max,CMVN,Single,LPCC,0.548905565978737,1452.10055125411
DTW-I,by-max,CMVN,Complete,LPCC,0.395398910033056,659.744291203691
DTW-I,by-max,CMVN,UPGMA,LPCC,0.403913160010721,877.236203605483
DTW-I,by-max,CMVN,WPGMA,LPCC,0.355606182435451,675.056493639068
DTW-I,by-max,CMVN,UPGMC,LPCC,0.516188689359421,1533.19953562191
DTW-I,by-max,CMVN,WPGMC,LPCC,0.532627535066559,1473.86317546631
DTW-I,by-max,CMVN,Ward,LPCC,0.421075672295184,732.191262926437
DTW-I,by-max,CMVN,NJ,LPCC,0.311873492361297,653.837779355631
DTW-I,by-max,CMVN,Single,MFCC,0.597212543554007,1537.88135966188
DTW-I,by-max,CMVN,Complete,MFCC,0.443000089341553,904.039497329551
DTW-I,by-max,CMVN,UPGMA,MFCC,0.484928080050031,1071.04195500157
DTW-I,by-max,CMVN,WPGMA,MFCC,0.443598677745019,854.771401381088
DTW-I,by-max,CMVN,UPGMC,MFCC,0.604082908960958,1537.88135966188
DTW-I,by-max,CMVN,WPGMC,MFCC,0.684758331099795,1499.61994534081
DTW-I,by-max,CMVN,Ward,MFCC,0.462056642544447,820.018132578278
DTW-I,by-max,CMVN,NJ,MFCC,0.331868131868132,784.20615101052
DTW-I,by-max,CMVN,Single,MSRCC,0.550951487536853,1537.88135966188
DTW-I,by-max,CMVN,Complete,MSRCC,0.402698114893237,908.257200389693
DTW-I,by-max,CMVN,UPGMA,MSRCC,0.494737782542661,1067.3734620009
DTW-I,by-max,CMVN,WPGMA,MSRCC,0.402778522290717,940.490620077662
DTW-I,by-max,CMVN,UPGMC,MSRCC,0.595255963548647,1537.88135966188
DTW-I,by-max,CMVN,WPGMC,MSRCC,0.652246940051818,1492.3620324877
DTW-I,by-max,CMVN,Ward,MSRCC,0.427106227106227,881.243092728296
DTW-I,by-max,CMVN,NJ,MSRCC,0.307406414723488,817.488620548834
DTW-I,by-max,CMVN,Single,NGCC,0.603386044849459,1537.88135966188
DTW-I,by-max,CMVN,Complete,NGCC,0.459161976235147,850.467058261238
DTW-I,by-max,CMVN,UPGMA,NGCC,0.481452693647816,1062.6868312596
DTW-I,by-max,CMVN,WPGMA,NGCC,0.450638792102207,853.021311646582
DTW-I,by-max,CMVN,UPGMC,NGCC,0.599437148217636,1555.17074519821
DTW-I,by-max,CMVN,WPGMC,NGCC,0.601474135620477,1510.01398810341
DTW-I,by-max,CMVN,Ward,NGCC,0.497409094970071,903.334694248901
DTW-I,by-max,CMVN,NJ,NGCC,0.307522558742071,726.119208115903
DTW-I,by-max,CMVN,Single,PNCC,0.604100777271509,1504.71389925754
DTW-I,by-max,CMVN,Complete,PNCC,0.468346287858483,879.241048670167
DTW-I,by-max,CMVN,UPGMA,PNCC,0.477066023407487,1027.74166356931
DTW-I,by-max,CMVN,WPGMA,PNCC,0.433404806575538,865.092673606914
DTW-I,by-max,CMVN,UPGMC,PNCC,0.597927275976056,1555.17074519821
DTW-I,by-max,CMVN,WPGMC,PNCC,0.688716161886894,1509.65141802402
DTW-I,by-max,CMVN,Ward,PNCC,0.472822299651568,883.825343604703
DTW-I,by-max,CMVN,NJ,PNCC,0.309800768337354,713.165410344381
DTW-I,by-max,CMVN,Single,PSRCC,0.748351648351648,1555.17074519821
DTW-I,by-max,CMVN,Complete,PSRCC,0.750629857946931,1222.5728697168
DTW-I,by-max,CMVN,UPGMA,PSRCC,0.741186455820602,1555.17074519821
DTW-I,by-max,CMVN,WPGMA,PSRCC,0.749361207897793,1368.89389346353
DTW-I,by-max,CMVN,UPGMC,PSRCC,0.740239435361387,1555.17074519821
DTW-I,by-max,CMVN,WPGMC,PSRCC,0.740677208969892,1555.17074519821
DTW-I,by-max,CMVN,Ward,PSRCC,0.740239435361387,1555.17074519821
DTW-I,by-max,CMVN,NJ,PSRCC,0.753810417225051,984.397145413394
DTW-I,by-max,CMVN,Single,RPLP,0.643017957652104,1542.56318370185
DTW-I,by-max,CMVN,Complete,RPLP,0.451362458679532,969.808732149014
DTW-I,by-max,CMVN,UPGMA,RPLP,0.605315822388993,1329.61795557746
DTW-I,by-max,CMVN,WPGMA,RPLP,0.522397927275976,1018.59565018375
DTW-I,by-max,CMVN,UPGMC,RPLP,0.631653712141517,1542.56318370185
DTW-I,by-max,CMVN,WPGMC,RPLP,0.650022335388189,1542.56318370185
DTW-I,by-max,CMVN,Ward,RPLP,0.459358527651211,1040.01527103681
DTW-I,by-max,CMVN,NJ,RPLP,0.385142499776646,716.654831998279
DTW-I,by-max,MMN,Single,BFCC,0.632967032967033,1499.30923164853
DTW-I,by-max,MMN,Complete,BFCC,0.446395068346288,845.205408613186
DTW-I,by-max,MMN,UPGMA,BFCC,0.537585991244528,973.824751650786
DTW-I,by-max,MMN,WPGMA,BFCC,0.490645939426427,908.555773624538
DTW-I,by-max,MMN,UPGMC,BFCC,0.592450638792102,1555.17074519821
DTW-I,by-max,MMN,WPGMC,BFCC,0.692191548289109,1497.71045358595
DTW-I,by-max,MMN,Ward,BFCC,0.414625212186188,819.52427406833
DTW-I,by-max,MMN,NJ,BFCC,0.28223889931207,552.695404846417
DTW-I,by-max,MMN,Single,CQCC,0.529402305012061,1247.96737818269
DTW-I,by-max,MMN,Complete,CQCC,0.324443848834093,574.090212334299
DTW-I,by-max,MMN,UPGMA,CQCC,0.402555168408827,865.565774416
DTW-I,by-max,MMN,WPGMA,CQCC,0.411105155007594,896.119174389604
DTW-I,by-max,MMN,UPGMC,CQCC,0.571669793621013,1499.99880876925
DTW-I,by-max,MMN,WPGMC,CQCC,0.579531850263558,1286.1466746117
DTW-I,by-max,MMN,Ward,CQCC,0.39732868757259,581.846799663722
DTW-I,by-max,MMN,NJ,CQCC,0.263807736978469,403.128050032529
DTW-I,by-max,MMN,Single,GFCC,0.738372196908782,1518.71274898352
DTW-I,by-max,MMN,Complete,GFCC,0.529634593049227,985.281256003051
DTW-I,by-max,MMN,UPGMA,GFCC,0.636647904940588,1091.1928387996
DTW-I,by-max,MMN,WPGMA,GFCC,0.476887340301974,1013.72625030174
DTW-I,by-max,MMN,UPGMC,GFCC,0.729786473688913,1537.5706459696
DTW-I,by-max,MMN,WPGMC,GFCC,0.673376217278656,1288.77990490509
DTW-I,by-max,MMN,Ward,GFCC,0.505717859376396,949.438201221525
DTW-I,by-max,MMN,NJ,GFCC,0.348101492003931,623.888679088798
DTW-I,by-max,MMN,Single,IMFCC,0.541284731528634,1309.49432829459
DTW-I,by-max,MMN,Complete,IMFCC,0.358420441347271,671.928539682511
DTW-I,by-max,MMN,UPGMA,IMFCC,0.363378897525239,822.84247310344
DTW-I,by-max,MMN,WPGMA,IMFCC,0.424443848834093,866.903940553884
DTW-I,by-max,MMN,UPGMC,IMFCC,0.592575716965961,1533.19953562191
DTW-I,by-max,MMN,WPGMC,IMFCC,0.588537478781381,1368.6486201
DTW-I,by-max,MMN,Ward,IMFCC,0.40195658000536,654.805173680337
DTW-I,by-max,MMN,NJ,IMFCC,0.356696149379076,640.315416196881
DTW-I,by-max,MMN,Single,LFCC,0.500687929956223,1220.78774401637
DTW-I,by-max,MMN,Complete,LFCC,0.327240239435361,585.381193518233
DTW-I,by-max,MMN,UPGMA,LFCC,0.386295005807201,789.6346036851
DTW-I,by-max,MMN,WPGMA,LFCC,0.338640221567051,736.949804568203
DTW-I,by-max,MMN,UPGMC,LFCC,0.568390958634861,1497.13922424953
DTW-I,by-max,MMN,WPGMC,LFCC,0.565951934244617,1319.99889968546
DTW-I,by-max,MMN,Ward,LFCC,0.42736531760922,667.898395000798
DTW-I,by-max,MMN,NJ,LFCC,0.272929509514875,495.977448237071
DTW-I,by-max,MMN,Single,logFBank,0.466005539176271,1084.15148239241
DTW-I,by-max,MMN,Complete,logFBank,0.35083534351827,611.073959475801
DTW-I,by-max,MMN,UPGMA,logFBank,0.382989368355222,715.730201644573
DTW-I,by-max,MMN,WPGMA,logFBank,0.372715089788261,715.730201644573
DTW-I,by-max,MMN,UPGMC,logFBank,0.537639596176182,1432.96532437005
DTW-I,by-max,MMN,WPGMC,logFBank,0.60332350576253,1293.6752238684
DTW-I,by-max,MMN,Ward,logFBank,0.355132672205843,573.578625913699
DTW-I,by-max,MMN,NJ,logFBank,0.27024926293219,547.397244702698
DTW-I,by-max,MMN,Single,LPCC,0.483730903243098,1128.90582473419
DTW-I,by-max,MMN,Complete,LPCC,0.347306352184401,738.415985742304
DTW-I,by-max,MMN,UPGMA,LPCC,0.36311087286697,792.409224491816
DTW-I,by-max,MMN,WPGMA,LPCC,0.358161350844278,758.689373105593
DTW-I,by-max,MMN,UPGMC,LPCC,0.631055123738051,1391.92586059148
DTW-I,by-max,MMN,WPGMC,LPCC,0.430501206110962,1123.06785950876
DTW-I,by-max,MMN,Ward,LPCC,0.38346287858483,711.958975302752
DTW-I,by-max,MMN,NJ,LPCC,0.314330385062092,623.855491953753
DTW-I,by-max,MMN,Single,MFCC,0.514392924149022,1209.34775750171
DTW-I,by-max,MMN,Complete,MFCC,0.347744125792906,667.549035807193
DTW-I,by-max,MMN,UPGMA,MFCC,0.396015366747074,826.547433299291
DTW-I,by-max,MMN,WPGMA,MFCC,0.41472348789422,853.075984491594
DTW-I,by-max,MMN,UPGMC,MFCC,0.556115429286161,1452.49266188705
DTW-I,by-max,MMN,WPGMC,MFCC,0.594058786741714,1310.47342714211
DTW-I,by-max,MMN,Ward,MFCC,0.397641383007237,564.557414127394
DTW-I,by-max,MMN,NJ,MFCC,0.264147234878942,404.618375659113
DTW-I,by-max,MMN,Single,MSRCC,0.524899490753149,1228.92363850716
DTW-I,by-max,MMN,Complete,MSRCC,0.417099973197534,775.784164080909
DTW-I,by-max,MMN,UPGMA,MSRCC,0.453435182703475,813.084324788068
DTW-I,by-max,MMN,WPGMA,MSRCC,0.437460913070669,837.293267719097
DTW-I,by-max,MMN,UPGMC,MSRCC,0.57263468239078,1457.86563354302
DTW-I,by-max,MMN,WPGMC,MSRCC,0.600125078173859,1317.33139508331
DTW-I,by-max,MMN,Ward,MSRCC,0.388305190744215,703.420025869031
DTW-I,by-max,MMN,NJ,MSRCC,0.265380148306978,411.373115726551
DTW-I,by-max,MMN,Single,NGCC,0.464951308853748,1041.57620604362
DTW-I,by-max,MMN,Complete,NGCC,0.358634861073885,761.733324082042
DTW-I,by-max,MMN,UPGMA,NGCC,0.36757795050478,804.51320816596
DTW-I,by-max,MMN,WPGMA,NGCC,0.365281872598946,790.916709335454
DTW-I,by-max,MMN,UPGMC,NGCC,0.565281872598946,1411.95299290115
DTW-I,by-max,MMN,WPGMC,NGCC,0.543839899937461,1201.85974641313
DTW-I,by-max,MMN,Ward,NGCC,0.380639685517734,754.938949792349
DTW-I,by-max,MMN,NJ,NGCC,0.263861341910122,470.320262923294
DTW-I,by-max,MMN,Single,PNCC,0.546341463414634,1375.70458124284
DTW-I,by-max,MMN,Complete,PNCC,0.383150183150183,693.19290314456
DTW-I,by-max,MMN,UPGMA,PNCC,0.407558295363173,892.902081697094
DTW-I,by-max,MMN,WPGMA,PNCC,0.389055659787367,811.978978693962
DTW-I,by-max,MMN,UPGMC,PNCC,0.539828464218708,1478.63550077101
DTW-I,by-max,MMN,WPGMC,PNCC,0.592942017332261,1336.54032580746
DTW-I,by-max,MMN,Ward,PNCC,0.421870812114715,705.446448110826
DTW-I,by-max,MMN,NJ,PNCC,0.295666934691325,503.149301434244
DTW-I,by-max,MMN,Single,PSRCC,0.741311533994461,1555.17074519821
DTW-I,by-max,MMN,Complete,PSRCC,0.707093719288841,1292.06932424609
DTW-I,by-max,MMN,UPGMA,PSRCC,0.714669882962566,1555.17074519821
DTW-I,by-max,MMN,WPGMA,PSRCC,0.711641204324131,1440.13543081749
DTW-I,by-max,MMN,UPGMC,PSRCC,0.714669882962566,1555.17074519821
DTW-I,by-max,MMN,WPGMC,PSRCC,0.713651389261145,1555.17074519821
DTW-I,by-max,MMN,Ward,PSRCC,0.691432145090682,1433.35644799493
DTW-I,by-max,MMN,NJ,PSRCC,0.710774591262396,1027.79146521586
DTW-I,by-max,MMN,Single,RPLP,0.551567944250871,1232.86254726802
DTW-I,by-max,MMN,Complete,RPLP,0.438827838827839,795.315567005301
DTW-I,by-max,MMN,UPGMA,RPLP,0.46578218529438,988.045338410352
DTW-I,by-max,MMN,WPGMA,RPLP,0.434110604842312,906.724413079792
DTW-I,by-max,MMN,UPGMC,RPLP,0.589761458054141,1475.93882934393
DTW-I,by-max,MMN,WPGMC,RPLP,0.574546591619762,1260.53886642963
DTW-I,by-max,MMN,Ward,RPLP,0.467372464933441,822.191720921541
DTW-I,by-max,MMN,NJ,RPLP,0.368587510050925,798.153357929467
