DTW	DistanceNormalization	FeatureNormalization	Clustering	Feature	Newick
DTW-I	by-max	MMVN	NJ	MFCC	((Armenian:0.08509,((Icelandic:0.10948,((Swedish:0.09581,Norwegian:0.11381)Inner5:0.01842,Danish:0.12395)Inner29:0.00348)Inner30:0.00459,(German:0.12186,(English:0.10890,(Dutch:0.09504,Afrikaans:0.10728)Inner6:0.01547)Inner27:0.00117)Inner28:0.00755)Inner31:0.00947)Inner34:0.00390,((Greek:0.12562,((Romanian:0.11507,(French:0.12461,(Italian:0.07576,((Portuguese:0.09487,(Spanish:0.07734,Galician:0.09422)Inner3:0.01204)Inner10:0.00602,Catalan:0.12056)Inner18:0.00629)Inner23:0.00486)Inner26:0.00395)Inner33:0.00726,((Lithuanian:0.06007,Latvian:0.10588)Inner17:0.01777,(((Ukrainian:0.08025,Russian:0.08614)Inner13:0.00867,(Polish:0.08504,(Slovak:0.09631,Czech:0.09143)Inner9:0.00888)Inner16:0.00589)Inner20:0.00298,(Slovenian:0.11788,((Macedonian:0.08634,Bulgarian:0.09770)Inner11:0.00474,(Croatian:0.07931,(Serbian:0.07155,Bosnian:0.05446)Inner4:0.00928)Inner7:0.01060)Inner15:0.00597)Inner19:0.00359)Inner21:0.01262)Inner32:0.00868)Inner37:0.00096)Inner38:0.00166,((((Urdu:0.09055,Hindi:0.10172)Inner2:0.01193,(Marathi:0.10733,Gujarati:0.11060)Inner1:0.01725)Inner8:0.00792,(Nepali:0.08212,Bengali:0.11620)Inner12:0.00242)Inner14:0.01930,((Persian:0.10227,Pashto:0.12103)Inner25:0.01020,(Sinhala:0.09432,Albanian:0.12642)Inner22:0.01031)Inner35:0.00150)Inner36:0.00391)Inner39:0.00070,(Welsh:0.06350,Irish:0.13301)Inner24:0.01670)Inner40:0.00000;
DTW-I	by-max	MMVN	Single	MSRCC	(((((((((((((((((((((((((((((Slovak:0.234356,Polish:0.234356):0.002360,(Ukrainian:0.229016,Russian:0.229016):0.007700):0.001575,(((Serbian:0.185793,Bosnian:0.185793):0.040973,Croatian:0.226767):0.004747,Macedonian:0.231514):0.006777):0.003869,(Lithuanian:0.212686,Latvian:0.212686):0.029473):0.003301,Czech:0.245460):0.012024,Bulgarian:0.257484):0.003595,Icelandic:0.261079):0.003070,Slovenian:0.264149):0.000927,Romanian:0.265076):0.001177,Greek:0.266253):0.002582,Persian:0.268834):0.000381,Armenian:0.269215):0.000408,(((Spanish:0.242021,Galician:0.242021):0.017255,Italian:0.259276):0.005717,Portuguese:0.264993):0.004630):0.004248,Swedish:0.273871):0.000599,Norwegian:0.274470):0.000653,Catalan:0.275124):0.001677,Welsh:0.276801):0.000706,Dutch:0.277507):0.000948,Sinhala:0.278455):0.001716,Albanian:0.280171):0.001561,Afrikaans:0.281732):0.001731,German:0.283463):0.000630,((Urdu:0.278913,Hindi:0.278913):0.002930,(Nepali:0.275334,Bengali:0.275334):0.006509):0.002250):0.002824,Pashto:0.286918):0.000547,French:0.287465):0.003136,Irish:0.290600):0.003323,English:0.293923):0.001100,Danish:0.295023):0.002798,(Marathi:0.293598,Gujarati:0.293598):0.004223);
DTW-I	by-max	MMVN	Complete	MSRCC	(((((((((Persian:0.280899,Armenian:0.280899):0.021676,Pashto:0.302575):0.038727,(Sinhala:0.281123,Albanian:0.281123):0.060178):0.031274,Greek:0.372575):0.006695,((((((Slovak:0.234356,Polish:0.234356):0.020488,Czech:0.254844):0.017913,(Ukrainian:0.229016,Russian:0.229016):0.043741):0.006210,((Serbian:0.185793,Bosnian:0.185793):0.041036,Croatian:0.226830):0.052136):0.027953,(Macedonian:0.257484,Bulgarian:0.257484):0.049435):0.013976,Slovenian:0.320895):0.058376):0.006648,(((((Spanish:0.242021,Galician:0.242021):0.037154,Portuguese:0.279175):0.031392,Catalan:0.310567):0.029401,(Romanian:0.269623,Italian:0.269623):0.070345):0.011566,French:0.351534):0.034384):0.019363,(((Urdu:0.278913,Hindi:0.278913):0.048269,(Nepali:0.275334,Bengali:0.275334):0.051848):0.014545,(Marathi:0.293598,Gujarati:0.293598):0.048130):0.063553):0.013676,(((((Lithuanian:0.212686,Latvian:0.212686):0.104332,Icelandic:0.317018):0.019288,(Dutch:0.282724,Afrikaans:0.282724):0.053583):0.025178,(Swedish:0.280249,Norwegian:0.280249):0.081236):0.015974,((German:0.333303,English:0.333303):0.012870,Danish:0.346173):0.031285):0.041499):0.013176,(Welsh:0.290600,Irish:0.290600):0.141533);
DTW-I	by-max	MMVN	UPGMA	MSRCC	(((((Swedish:0.280249,Norwegian:0.280249):0.063101,Danish:0.343350):0.004360,(((Dutch:0.282724,Afrikaans:0.282724):0.041484,German:0.324208):0.004588,English:0.328796):0.018914):0.004882,((((((((((Spanish:0.242021,Galician:0.242021):0.024881,Italian:0.266902):0.006438,Portuguese:0.273340):0.022745,Catalan:0.296085):0.022490,Romanian:0.318575):0.008523,((((Persian:0.280899,Armenian:0.280899):0.014223,Icelandic:0.295122):0.013063,(Sinhala:0.281123,Albanian:0.281123):0.027061):0.007896,((((((((Serbian:0.185793,Bosnian:0.185793):0.041005,Croatian:0.226798):0.015839,Macedonian:0.242637):0.008844,(Ukrainian:0.229016,Russian:0.229016):0.022465):0.012140,((Slovak:0.234356,Polish:0.234356):0.015796,Czech:0.250152):0.013469):0.009733,(Lithuanian:0.212686,Latvian:0.212686):0.060667):0.009157,Bulgarian:0.282510):0.014011,Slovenian:0.296521):0.019560):0.011017):0.002682,(Welsh:0.290600,Irish:0.290600):0.039180):0.010842,Greek:0.340622):0.003419,French:0.344040):0.003205,Pashto:0.347246):0.005345):0.007200,(((Urdu:0.278913,Hindi:0.278913):0.025823,(Nepali:0.275334,Bengali:0.275334):0.029402):0.016074,(Marathi:0.293598,Gujarati:0.293598):0.027213):0.038980);
DTW-I	by-max	MMVN	WPGMA	MSRCC	((((((((((Persian:0.280899,Armenian:0.280899):0.014223,Icelandic:0.295122):0.018925,(Sinhala:0.281123,Albanian:0.281123):0.032924):0.008493,(Welsh:0.290600,Irish:0.290600):0.031940):0.012985,Pashto:0.335525):0.016897,((((((((Serbian:0.185793,Bosnian:0.185793):0.041005,Croatian:0.226798):0.020874,Macedonian:0.247672):0.007072,(Ukrainian:0.229016,Russian:0.229016):0.025729):0.011695,((Slovak:0.234356,Polish:0.234356):0.015796,Czech:0.250152):0.016288):0.009471,(Lithuanian:0.212686,Latvian:0.212686):0.063224):0.013465,Bulgarian:0.289375):0.019612,Slovenian:0.308987):0.043435):0.004219,Greek:0.356641):0.003205,((((((Spanish:0.242021,Galician:0.242021):0.024881,Italian:0.266902):0.007066,Portuguese:0.273968):0.023651,Catalan:0.297619):0.025372,Romanian:0.322992):0.019530,French:0.342522):0.017324):0.015144,(((Urdu:0.278913,Hindi:0.278913):0.025823,(Nepali:0.275334,Bengali:0.275334):0.029402):0.016074,(Marathi:0.293598,Gujarati:0.293598):0.027213):0.054179):0.007781,(((Swedish:0.280249,Norwegian:0.280249):0.063101,Danish:0.343350):0.002786,(((Dutch:0.282724,Afrikaans:0.282724):0.041484,German:0.324208):0.005715,English:0.329923):0.016213):0.036635);
DTW-I	by-max	MMVN	UPGMC	MSRCC	(((((((((((((((((((((((((Spanish:0.242021,Galician:0.242021):-0.009051,((((((((((((((((Serbian:0.185793,Bosnian:0.185793):0.021107,Croatian:0.206900):0.002409,Macedonian:0.209309):-0.005277,Ukrainian:0.204031):-0.007652,Lithuanian:0.196380):0.000169,Russian:0.196549):-0.002328,Polish:0.194221):0.013834,Slovak:0.208054):0.000769,Czech:0.208823):0.012001,Bulgarian:0.220824):0.013632,Latvian:0.234456):0.001020,Welsh:0.235477):-0.001723,Italian:0.233754):0.000269,Armenian:0.234023):-0.000137,Slovenian:0.233886):0.004787,Persian:0.238673):-0.005703):0.003084,Sinhala:0.236054):0.008278,Nepali:0.244332):0.003004,Portuguese:0.247336):0.002224,Romanian:0.249560):0.000058,Icelandic:0.249618):0.001222,Albanian:0.250840):0.004251,Swedish:0.255091):0.002874,Catalan:0.257965):0.001916,Dutch:0.259881):0.003606,Greek:0.263487):0.003188,Urdu:0.266675):0.000271,French:0.266947):0.001137,Bengali:0.268084):0.000031,Pashto:0.268115):0.001507,Afrikaans:0.269622):0.001649,German:0.271271):0.002047,English:0.273318):0.002868,Norwegian:0.276186):0.007762,Danish:0.283948):0.004618,Marathi:0.288565):-0.002582,Gujarati:0.285983):-0.002366,Hindi:0.283617):0.012329,Irish:0.295946);
DTW-I	by-max	MMVN	WPGMC	MSRCC	((((((((((((((Dutch:0.282724,Afrikaans:0.282724):-0.033466,((Swedish:0.280249,Norwegian:0.280249):0.000026,Icelandic:0.280274):-0.031016):0.017222,English:0.266480):0.004264,German:0.270744):0.007379,(((((((((((((((Spanish:0.242021,Galician:0.242021):-0.004006,Italian:0.238015):-0.006493,Portuguese:0.231522):0.014637,Welsh:0.246159):-0.028070,(((((((((Serbian:0.185793,Bosnian:0.185793):0.021107,Croatian:0.206900):0.008863,Macedonian:0.215763):-0.007287,Ukrainian:0.208476):-0.009695,Russian:0.198781):0.004239,(Lithuanian:0.212686,Latvian:0.212686):-0.009667):-0.001081,Polish:0.201939):0.002800,Slovak:0.204739):0.004449,Czech:0.209188):0.008901):0.016680,Armenian:0.234769):0.000000,Persian:0.234769):0.005785,Sinhala:0.240553):0.000902,Albanian:0.241455):0.010555,Nepali:0.252011):0.002902,Urdu:0.254912):-0.005568,Hindi:0.249345):0.011864,Gujarati:0.261208):-0.008588,Marathi:0.252621):0.028651,Bengali:0.281271):-0.003148):0.003133,Romanian:0.281256):0.000857,Catalan:0.282113):0.009658,French:0.291771):0.008026,Bulgarian:0.299797):-0.020451,Slovenian:0.279346):0.027533,Greek:0.306880):0.003650,Pashto:0.310529):0.017393,Irish:0.327923):0.019851,Danish:0.347773);
DTW-I	by-max	MMVN	Ward	MSRCC	((((((((((Persian:0.280899,Armenian:0.280899):0.019038,Icelandic:0.299937):0.032908,Pashto:0.332845):0.005066,(Sinhala:0.281123,Albanian:0.281123):0.056787):0.023211,Greek:0.361122):0.009217,(Welsh:0.290600,Irish:0.290600):0.079739):0.098405,((((Romanian:0.269623,Italian:0.269623):0.046325,Catalan:0.315948):0.028722,((Spanish:0.242021,Galician:0.242021):0.039491,Portuguese:0.281512):0.063158):0.014102,French:0.358772):0.109972):0.065020,(((Swedish:0.280249,Norwegian:0.280249):0.081938,Danish:0.362187):0.042131,((German:0.333303,English:0.333303):0.008540,(Dutch:0.282724,Afrikaans:0.282724):0.059119):0.062475):0.129445):0.073352,(((Urdu:0.278913,Hindi:0.278913):0.052020,(Nepali:0.275334,Bengali:0.275334):0.055599):0.029651,(Marathi:0.293598,Gujarati:0.293598):0.066987):0.246530):0.025434,((((((Serbian:0.185793,Bosnian:0.185793):0.053114,Croatian:0.238908):0.017442,Macedonian:0.256350):0.032629,Bulgarian:0.288979):0.042873,(((Slovak:0.234356,Polish:0.234356):0.020902,Czech:0.255257):0.026817,(Ukrainian:0.229016,Russian:0.229016):0.053059):0.049777):0.014282,((Lithuanian:0.212686,Latvian:0.212686):0.105712,Slovenian:0.318399):0.027736):0.286414);
DTW-I	by-max	MMVN	NJ	MSRCC	(((Armenian:0.12683,(((Swedish:0.12871,Norwegian:0.15154)Inner5:0.02527,Icelandic:0.14781)Inner28:0.00517,((English:0.16398,Danish:0.17520)Inner24:0.00766,(German:0.16444,(Dutch:0.13499,Afrikaans:0.14773)Inner6:0.01841)Inner27:0.00345)Inner29:0.00514)Inner30:0.01118)Inner34:0.00671,((((Urdu:0.12861,Hindi:0.15031)Inner2:0.01654,(Marathi:0.14660,Gujarati:0.14699)Inner1:0.01892)Inner7:0.00867,(Nepali:0.12155,Bengali:0.15378)Inner8:0.00513)Inner12:0.02551,((Persian:0.12510,Pashto:0.16804)Inner26:0.01252,(Sinhala:0.13008,Albanian:0.15105)Inner25:0.01183)Inner35:0.00176)Inner36:0.00543)Inner39:0.00043,(Greek:0.17734,((French:0.17513,((Romanian:0.15292,Italian:0.11670)Inner22:0.00618,((Portuguese:0.13549,(Spanish:0.11411,Galician:0.12791)Inner3:0.01558)Inner11:0.00858,Catalan:0.15909)Inner21:0.00943)Inner31:0.00413)Inner32:0.01108,((Lithuanian:0.07856,Latvian:0.13413)Inner19:0.01625,(Slovenian:0.16283,((Polish:0.10887,(Slovak:0.12604,Czech:0.11942)Inner9:0.01300)Inner16:0.00716,((Ukrainian:0.11160,Russian:0.11742)Inner14:0.01115,((Macedonian:0.12099,Bulgarian:0.13649)Inner13:0.00531,(Croatian:0.11981,(Serbian:0.10203,Bosnian:0.08376)Inner4:0.01409)Inner10:0.01139)Inner15:0.00724)Inner17:0.00179)Inner18:0.00318)Inner20:0.01318)Inner33:0.01053)Inner37:0.00244)Inner38:0.00126,(Welsh:0.10711,Irish:0.18349)Inner23:0.02075)Inner40:0.00000;
DTW-I	by-max	MMVN	Single	NGCC	(((((((((((((((((((((((Spanish:0.114541,Galician:0.114541):0.015031,Italian:0.129572):0.003772,Portuguese:0.133344):0.002380,Welsh:0.135724):0.002221,Romanian:0.137945):0.002003,Armenian:0.139948):0.003288,(((Sinhala:0.136366,Nepali:0.136366):0.000699,(Urdu:0.134482,Hindi:0.134482):0.002583):0.002335,Bengali:0.139400):0.003837):0.001028,((((((Slovak:0.127155,Polish:0.127155):0.002538,Czech:0.129693):0.000980,((Ukrainian:0.118344,Russian:0.118344):0.001395,(((Serbian:0.085532,Bosnian:0.085532):0.018855,Croatian:0.104387):0.007713,Macedonian:0.112101):0.007639):0.010933):0.003548,Bulgarian:0.134221):0.000076,(Lithuanian:0.121930,Latvian:0.121930):0.012367):0.002607,Slovenian:0.136904):0.007361):0.000220,Icelandic:0.144485):0.000270,Catalan:0.144755):0.000564,Irish:0.145318):0.001010,French:0.146328):0.000021,Persian:0.146349):0.001285,Danish:0.147634):0.000220,Greek:0.147854):0.000531,Albanian:0.148385):0.000250,English:0.148635):0.000958,Pashto:0.149593):0.001273,Marathi:0.150866):0.000058,Gujarati:0.150924):0.000326,(Dutch:0.138695,Afrikaans:0.138695):0.012555):0.003024,(Swedish:0.147022,Norwegian:0.147022):0.007253):0.006529,German:0.160804);
DTW-I	by-max	MMVN	Complete	NGCC	((((((((((Sinhala:0.136366,Nepali:0.136366):0.017881,Pashto:0.154247):0.009486,Persian:0.163733):0.020543,Albanian:0.184276):0.007004,Greek:0.191280):0.010545,(((((((Serbian:0.085532,Bosnian:0.085532):0.022840,Croatian:0.108372):0.024561,Macedonian:0.132933):0.013469,Bulgarian:0.146402):0.018789,(((Slovak:0.127155,Polish:0.127155):0.012526,(Ukrainian:0.118344,Russian:0.118344):0.021337):0.005725,Czech:0.145406):0.019785):0.006130,Slovenian:0.171321):0.018380,(Lithuanian:0.121930,Latvian:0.121930):0.067770):0.012124):0.008025,((((((Spanish:0.114541,Galician:0.114541):0.019783,Italian:0.134324):0.006511,Portuguese:0.140834):0.023592,Catalan:0.164426):0.014593,Romanian:0.179019):0.013023,French:0.192042):0.017808):0.007033,Irish:0.216882):0.007658,(((Urdu:0.134482,Hindi:0.134482):0.032100,Bengali:0.166581):0.012741,(Marathi:0.153052,Gujarati:0.153052):0.026270):0.045218):0.010468,((((Dutch:0.138695,Afrikaans:0.138695):0.024530,English:0.163225):0.021035,German:0.184259):0.018419,((((Welsh:0.139948,Armenian:0.139948):0.010318,Icelandic:0.150267):0.017489,Danish:0.167756):0.015443,(Swedish:0.147022,Norwegian:0.147022):0.036177):0.019480):0.032329);
DTW-I	by-max	MMVN	UPGMA	NGCC	(((((((((((((Welsh:0.139948,Armenian:0.139948):0.006428,(Sinhala:0.136366,Nepali:0.136366):0.010011):0.005056,Pashto:0.151432):0.004909,Persian:0.156341):0.006541,(Urdu:0.134482,Hindi:0.134482):0.028401):0.005161,Bengali:0.168043):0.005338,(Marathi:0.153052,Gujarati:0.153052):0.020329):0.006288,((((((Slovak:0.127155,Polish:0.127155):0.008033,Czech:0.135188):0.005902,((((Serbian:0.085532,Bosnian:0.085532):0.020848,Croatian:0.106380):0.014550,Macedonian:0.120930):0.009445,(Ukrainian:0.118344,Russian:0.118344):0.012031):0.010715):0.006767,Bulgarian:0.147856):0.008182,Slovenian:0.156038):0.002547,(Lithuanian:0.121930,Latvian:0.121930):0.036655):0.021085):0.000754,((((((Spanish:0.114541,Galician:0.114541):0.017407,Italian:0.131948):0.005278,Portuguese:0.137226):0.019482,Catalan:0.156708):0.008898,Romanian:0.165605):0.008045,French:0.173650):0.006774):0.002202,Albanian:0.182626):0.000385,Greek:0.183011):0.007701,((((Dutch:0.138695,Afrikaans:0.138695):0.019606,English:0.158302):0.014948,German:0.173249):0.006198,(((Swedish:0.147022,Norwegian:0.147022):0.014770,Icelandic:0.161791):0.011097,Danish:0.172888):0.006559):0.011264):0.008962,Irish:0.199674);
DTW-I	by-max	MMVN	WPGMA	NGCC	(((((((((((Welsh:0.139948,Armenian:0.139948):0.006428,(Sinhala:0.136366,Nepali:0.136366):0.010011):0.005056,Pashto:0.151432):0.005979,Persian:0.157411):0.016000,Albanian:0.173411):0.009778,Greek:0.183190):0.003946,((((((Slovak:0.127155,Polish:0.127155):0.008033,Czech:0.135188):0.007851,((((Serbian:0.085532,Bosnian:0.085532):0.020848,Croatian:0.106380):0.017551,Macedonian:0.123930):0.009269,(Ukrainian:0.118344,Russian:0.118344):0.014855):0.009840):0.008395,Bulgarian:0.151433):0.011857,(Lithuanian:0.121930,Latvian:0.121930):0.041360):0.002973,Slovenian:0.166263):0.020873):0.001935,((((((Spanish:0.114541,Galician:0.114541):0.017407,Italian:0.131948):0.006180,Portuguese:0.138128):0.019980,Catalan:0.158108):0.012817,Romanian:0.170925):0.010039,French:0.180964):0.008107):0.009370,((((Dutch:0.138695,Afrikaans:0.138695):0.019606,English:0.158302):0.015183,German:0.173484):0.007998,(((Swedish:0.147022,Norwegian:0.147022):0.014770,Icelandic:0.161791):0.009814,Danish:0.171605):0.009877):0.016959):0.008784,(((Urdu:0.134482,Hindi:0.134482):0.030573,Bengali:0.165055):0.006335,(Marathi:0.153052,Gujarati:0.153052):0.018338):0.035835):0.005291,Irish:0.212516);
DTW-I	by-max	MMVN	UPGMC	NGCC	(((((((((((((((Dutch:0.138695,Afrikaans:0.138695):-0.011955,(((((Urdu:0.134482,Hindi:0.134482):-0.004020,((((((((((((((((((Serbian:0.085532,Bosnian:0.085532):0.011893,Croatian:0.097425):0.009218,Macedonian:0.106643):0.001512,Ukrainian:0.108156):-0.001140,Russian:0.107015):0.005287,Polish:0.112302):-0.000136,Slovak:0.112166):-0.000761,Lithuanian:0.111405):0.001566,Czech:0.112971):0.004310,Bulgarian:0.117281):0.003650,Welsh:0.120931):-0.003876,(((Spanish:0.114541,Galician:0.114541):0.004354,Italian:0.118895):-0.002652,Portuguese:0.116243):0.000811):-0.005619,Armenian:0.111436):0.010902,Sinhala:0.122337):0.001734,Nepali:0.124072):0.002247,Slovenian:0.126318):0.003317,Persian:0.129635):0.004571,Romanian:0.134206):-0.003745):0.005658,Icelandic:0.136120):0.002051,Pashto:0.138170):0.000172,Albanian:0.138342):-0.011602):0.009855,English:0.136596):0.000963,Swedish:0.137559):0.000763,Latvian:0.138322):0.000614,Greek:0.138936):0.002973,French:0.141909):0.004185,Bengali:0.146094):0.000826,Danish:0.146920):0.001277,Catalan:0.148197):0.003440,German:0.151638):0.001333,Marathi:0.152971):0.000893,Norwegian:0.153864):0.001730,Gujarati:0.155595):0.000780,Irish:0.156375);
DTW-I	by-max	MMVN	WPGMC	NGCC	((((((((((((((((Dutch:0.138695,Afrikaans:0.138695):0.003694,English:0.142389):-0.006492,((((((Urdu:0.134482,Hindi:0.134482):-0.014630,Nepali:0.119852):0.009343,Sinhala:0.129194):-0.009458,((((((((Spanish:0.114541,Galician:0.114541):0.004354,Italian:0.118895):-0.000933,Portuguese:0.117962):0.006027,Welsh:0.123989):-0.003545,Armenian:0.120444):-0.005473,((((((((Serbian:0.085532,Bosnian:0.085532):0.011893,Croatian:0.097425):0.012831,Macedonian:0.110256):0.000667,Ukrainian:0.110923):-0.006633,Russian:0.104291):0.010479,Polish:0.114769):-0.005047,Slovak:0.109722):0.002528,Czech:0.112250):0.002721):-0.004659,(Lithuanian:0.121930,Latvian:0.121930):-0.011618):0.022068,Bulgarian:0.132380):-0.012644):0.010858,Persian:0.130595):0.003081,Pashto:0.133676):0.002221):-0.003406,Icelandic:0.132491):-0.000410,Swedish:0.132080):0.000511,Norwegian:0.132591):0.017001,Danish:0.149593):0.012854,German:0.162447):0.001765,((Marathi:0.153052,Gujarati:0.153052):0.007032,Bengali:0.160085):0.004128):-0.012050,Romanian:0.152162):-0.003005,Greek:0.149157):0.007772,Albanian:0.156928):0.000843,French:0.157771):0.004120,Catalan:0.161891):0.008900,Slovenian:0.170791):0.007981,Irish:0.178772);
DTW-I	by-max	MMVN	Ward	NGCC	((((((((((Welsh:0.135724,Italian:0.135724):0.013198,Romanian:0.148922):0.019502,French:0.168424):0.014803,Greek:0.183228):0.020501,(((Sinhala:0.136366,Nepali:0.136366):0.021600,Pashto:0.157966):0.016524,Albanian:0.174490):0.029239):0.012040,((Lithuanian:0.121930,Latvian:0.121930):0.081051,Irish:0.202981):0.012788):0.023481,(((Spanish:0.114541,Galician:0.114541):0.027180,Portuguese:0.141721):0.032836,Catalan:0.174556):0.064694):0.058980,(((((Icelandic:0.144485,Armenian:0.144485):0.017242,Persian:0.161727):0.016599,Danish:0.178325):0.011373,(Swedish:0.147022,Norwegian:0.147022):0.042677):0.025694,(((Dutch:0.138695,Afrikaans:0.138695):0.025721,English:0.164416):0.018854,German:0.183270):0.032122):0.082838):0.021355,(((Urdu:0.134482,Hindi:0.134482):0.039584,Bengali:0.174065):0.014903,(Marathi:0.153052,Gujarati:0.153052):0.035916):0.130617):0.055922,((((((Serbian:0.085532,Bosnian:0.085532):0.026965,Croatian:0.112497):0.018114,Macedonian:0.130611):0.021330,Bulgarian:0.151941):0.017316,Slovenian:0.169257):0.016784,(((Slovak:0.127155,Polish:0.127155):0.010752,Czech:0.137907):0.015596,(Ukrainian:0.118344,Russian:0.118344):0.035159):0.032537):0.189466);
DTW-I	by-max	MMVN	NJ	NGCC	(((Welsh:0.04990,Irish:0.09542)Inner28:0.01094,(Armenian:0.05832,((((Swedish:0.06622,Norwegian:0.08080)Inner5:0.01386,Icelandic:0.07442)Inner25:0.00189,Danish:0.08882)Inner27:0.00434,(German:0.09228,(English:0.07648,(Dutch:0.06616,Afrikaans:0.07254)Inner6:0.01247)Inner24:0.00205)Inner26:0.00460)Inner29:0.00757)Inner34:0.00371)Inner39:0.00040,((Persian:0.07443,Pashto:0.08477)Inner31:0.00645,((((Urdu:0.06383,Hindi:0.07066)Inner3:0.00966,(Marathi:0.07498,Gujarati:0.07808)Inner1:0.01193)Inner9:0.00368,(Nepali:0.05605,Bengali:0.08335)Inner11:0.00164)Inner12:0.01461,(Sinhala:0.06372,Albanian:0.08467)Inner23:0.00755)Inner35:0.00102)Inner36:0.00297,(Greek:0.09237,((French:0.09188,(Romanian:0.08181,(Italian:0.05629,((Portuguese:0.06803,(Spanish:0.05354,Galician:0.06100)Inner2:0.01012)Inner10:0.00543,Catalan:0.08848)Inner21:0.00347)Inner22:0.00432)Inner30:0.00347)Inner33:0.00586,((Lithuanian:0.04362,Latvian:0.07831)Inner17:0.01399,(((Ukrainian:0.05670,Russian:0.06165)Inner14:0.00585,(Polish:0.06150,(Slovak:0.06651,Czech:0.06319)Inner7:0.00758)Inner15:0.00528)Inner18:0.00279,(Slovenian:0.08280,((Macedonian:0.06214,Bulgarian:0.07208)Inner13:0.00313,(Croatian:0.05616,(Serbian:0.04931,Bosnian:0.03622)Inner4:0.00745)Inner8:0.00773)Inner16:0.00605)Inner19:0.00181)Inner20:0.00967)Inner32:0.00704)Inner37:0.00127)Inner38:0.00052)Inner40:0.00000;
DTW-I	by-max	MMVN	Single	PNCC	((((((((((((((((((((((((((((((Ukrainian:0.105820,Russian:0.105820):0.002626,(((Serbian:0.080931,Bosnian:0.080931):0.013139,Croatian:0.094070):0.004436,Macedonian:0.098507):0.009940):0.008320,Bulgarian:0.116766):0.000609,(Lithuanian:0.105129,Latvian:0.105129):0.012245):0.000483,Polish:0.117858):0.000464,Slovak:0.118321):0.000403,Slovenian:0.118724):0.000650,Czech:0.119374):0.004555,Icelandic:0.123929):0.001811,Greek:0.125740):0.000106,Armenian:0.125845):0.000936,Romanian:0.126782):0.000616,((Spanish:0.114132,Galician:0.114132):0.012621,Italian:0.126754):0.000644):0.000522,Sinhala:0.127920):0.000724,Persian:0.128643):0.000032,((Nepali:0.125222,Bengali:0.125222):0.003005,(Urdu:0.120856,Hindi:0.120856):0.007372):0.000448):0.000373,Swedish:0.129049):0.000780,(Dutch:0.123252,Afrikaans:0.123252):0.006577):0.000485,Albanian:0.130314):0.000026,Portuguese:0.130340):0.000950,Welsh:0.131290):0.000407,Pashto:0.131697):0.000569,Norwegian:0.132266):0.000344,(Marathi:0.130478,Gujarati:0.130478):0.002131):0.000015,Catalan:0.132625):0.000170,French:0.132795):0.001084,German:0.133879):0.002902,English:0.136781):0.000265,Danish:0.137046):0.001233,Irish:0.138279);
